opportunity_id,opportunity_name,stage,deal_value,sales_rep,account_type,partner_involved,product_category,competitor,next_step_defined,created_date,last_interaction_date,expected_close_date,pipeline_age_days,days_since_last_interaction,size_bucket,forecast_month,stale_opportunity
1385,Opportunity 385,Validate,7422411,Ulysses H,New,Yes,Software,Fan E,Yes,2025-04-20,2025-04-28,2025-07-08,164,156,5M-100M,2025-07,True
1386,Opportunity 386,Discover,1250239,Dieter C,New,Yes,Software,Fan D,No,2025-03-12,2025-04-02,2025-05-20,203,182,1M-5M,2025-05,True
1387,Opportunity 387,Discover,30308208,Maya Z,New,Yes,Software,Fan C,No,2025-06-13,2025-07-26,2025-11-11,110,67,5M-100M,2025-11,True
1388,Opportunity 388,Discover,645091,Howard W,New,Yes,Software,Fan B,No,2025-04-23,2025-05-14,2025-08-27,161,140,500K-1M,2025-08,True
1389,Opportunity 389,Mutual Interest,24788253,Avram H,Existing,No,Software,Fan E,No,2025-08-16,2025-08-19,2026-01-19,46,43,5M-100M,2026-01,True
1390,Opportunity 390,Mutual Interest,28782930,Damon S,New,Yes,Software,Fan C,No,2025-01-16,2025-02-16,2025-05-12,258,227,5M-100M,2025-05,True
1391,Opportunity 391,Mutual Interest,43250421,Xena J,New,Yes,Electronics,Fan D,No,2025-01-31,2025-02-27,2025-05-17,243,216,5M-100M,2025-05,True
1392,Opportunity 392,Validate,9862310,Evangeline N,New,No,Software,Fan A,No,2025-06-11,2025-07-08,2025-11-08,112,85,5M-100M,2025-11,True
1393,Opportunity 393,Commit,26694127,Maya Z,New,No,Electronics,Fan D,No,2025-07-12,2025-09-23,2026-01-03,81,8,5M-100M,2026-01,False
1394,Opportunity 394,Select,7335998,Damon S,New,No,Software,Fan D,No,2025-07-29,2025-09-24,2026-01-23,64,7,5M-100M,2026-01,False
1395,Opportunity 395,Discover,2139244,Damon S,Existing,Yes,Electronics,Fan C,No,2025-08-20,2025-09-22,2026-01-07,42,9,1M-5M,2026-01,False
1396,Opportunity 396,Discover,55777374,Reece P,Existing,No,Software,Fan E,No,2025-07-03,2025-08-16,2025-12-08,90,46,5M-100M,2025-12,True
1397,Opportunity 397,Validate,7910780,Reece P,Existing,Yes,Software,Fan C,No,2025-01-15,2025-02-27,2025-03-26,259,216,5M-100M,2025-03,True
1398,Opportunity 398,Discover,1637344,Maya Z,New,Yes,Electronics,Fan A,No,2025-07-28,2025-08-28,2026-01-10,65,34,1M-5M,2026-01,True
1399,Opportunity 399,Mutual Interest,5074923,Dexter W,New,Yes,Software,Fan C,Yes,2025-06-21,2025-08-25,2025-08-12,102,37,5M-100M,2025-08,True
1400,Opportunity 400,Select,5321205,Dieter C,New,Yes,Software,Fan B,No,2025-09-23,2025-12-16,2026-01-08,8,-76,5M-100M,2026-01,False
1401,Opportunity 401,Decide,15464170,Reece P,New,Yes,Software,Fan D,No,2025-01-20,2025-04-06,2025-03-01,254,178,5M-100M,2025-03,True
1402,Opportunity 402,Discover,148553687,Xena J,New,Yes,Software,Fan E,Yes,2025-03-11,2025-03-28,2025-06-19,204,187,100M+,2025-06,True
1403,Opportunity 403,Mutual Interest,16633051,Howard W,New,Yes,Software,Fan A,No,2025-01-08,2025-01-23,2025-03-04,266,251,5M-100M,2025-03,True
1404,Opportunity 404,Decide,11389616,Avram H,New,Yes,Software,Fan D,No,2025-02-03,2025-03-09,2025-04-03,240,206,5M-100M,2025-04,True
1405,Opportunity 405,Select,169257442,Ulysses H,Existing,Yes,Software,Fan C,No,2025-08-12,2025-10-31,2025-12-21,50,-30,100M+,2025-12,False
1406,Opportunity 406,Decide,28765066,Avram H,New,No,Software,Fan B,No,2025-06-28,2025-07-02,2025-10-04,95,91,5M-100M,2025-10,True
1407,Opportunity 407,Mutual Interest,12056313,Avram H,New,No,Software,Fan C,No,2025-09-03,2025-11-14,2026-02-12,28,-44,5M-100M,2026-02,False
1408,Opportunity 408,Commit,4998786,Ulysses H,New,Yes,Software,Fan D,No,2025-09-17,2025-12-15,2025-12-16,14,-75,1M-5M,2025-12,False
1409,Opportunity 409,Commit,12986749,Reece P,New,No,Software,Fan A,No,2025-04-18,2025-07-06,2025-08-31,166,87,5M-100M,2025-08,True
1410,Opportunity 410,Decide,8205633,Maya Z,Existing,Yes,Electronics,Fan E,No,2025-08-30,2025-09-27,2025-10-21,32,4,5M-100M,2025-10,False
1411,Opportunity 411,Validate,9916602,Ulysses H,New,Yes,Software,Fan D,No,2025-01-24,2025-04-07,2025-06-15,250,177,5M-100M,2025-06,True
1412,Opportunity 412,Decide,43024613,Dieter C,New,Yes,Software,Fan A,No,2025-08-04,2025-08-06,2025-10-02,58,56,5M-100M,2025-10,True
1413,Opportunity 413,Discover,4646446,Dieter C,New,Yes,Software,Fan D,No,2025-02-24,2025-03-13,2025-05-31,219,202,1M-5M,2025-05,True
1414,Opportunity 414,Discover,16456792,Macon K,New,No,Software,Fan B,No,2025-01-26,2025-03-25,2025-07-05,248,190,5M-100M,2025-07,True
1415,Opportunity 415,Commit,27749489,Hayden E,New,Yes,Software,Fan C,No,2025-07-05,2025-09-17,2025-12-02,88,14,5M-100M,2025-12,False
1416,Opportunity 416,Validate,4014667,Dexter W,Existing,Yes,Software,Fan E,Yes,2025-01-12,2025-01-21,2025-05-04,262,253,1M-5M,2025-05,True
1417,Opportunity 417,Mutual Interest,3311309,Howard W,Existing,Yes,Software,Fan A,No,2025-05-09,2025-06-09,2025-08-08,145,114,1M-5M,2025-08,True
1418,Opportunity 418,Discover,7419258,Evangeline N,Existing,Yes,Software,Fan E,No,2025-07-27,2025-10-01,2025-10-21,66,0,5M-100M,2025-10,False
1419,Opportunity 419,Commit,5106600,Reece P,New,No,Software,Fan E,No,2025-05-13,2025-08-09,2025-06-12,141,53,5M-100M,2025-06,True
1420,Opportunity 420,Select,35420422,Dexter W,Existing,No,Software,Fan E,No,2025-07-15,2025-09-15,2025-11-23,78,16,5M-100M,2025-11,False
1421,Opportunity 421,Commit,2670771,Ulysses H,New,Yes,Software,Fan A,No,2025-09-19,2025-10-08,2025-12-26,12,-7,1M-5M,2025-12,False
1422,Opportunity 422,Discover,9647078,Hayden E,New,No,Software,Fan A,Yes,2025-04-13,2025-07-03,2025-07-10,171,90,5M-100M,2025-07,True
1423,Opportunity 423,Discover,188622458,Evangeline N,Existing,Yes,Electronics,Fan E,No,2025-04-30,2025-07-13,2025-07-14,154,80,100M+,2025-07,True
1424,Opportunity 424,Commit,14587387,Howard W,New,No,Software,Fan C,No,2025-07-02,2025-08-26,2025-11-14,91,36,5M-100M,2025-11,True
1425,Opportunity 425,Mutual Interest,17807818,Howard W,New,Yes,Software,Fan D,No,2025-01-09,2025-02-06,2025-03-13,265,237,5M-100M,2025-03,True
1426,Opportunity 426,Decide,35777114,Reece P,Existing,Yes,Software,Fan E,No,2025-02-14,2025-04-05,2025-06-24,229,179,5M-100M,2025-06,True
1427,Opportunity 427,Discover,5098521,Ulysses H,New,Yes,Software,Fan B,No,2025-09-01,2025-11-05,2026-01-05,30,-35,5M-100M,2026-01,False
1428,Opportunity 428,Commit,2427315,Dexter W,New,Yes,Software,Fan E,No,2025-09-27,2025-09-30,2025-11-24,4,1,1M-5M,2025-11,False
1429,Opportunity 429,Commit,10982498,Maya Z,New,Yes,Software,Fan A,Yes,2025-04-22,2025-07-10,2025-09-21,162,83,5M-100M,2025-09,True
1430,Opportunity 430,Validate,12218779,Dexter W,Existing,Yes,Software,Fan D,No,2025-02-24,2025-04-17,2025-06-06,219,167,5M-100M,2025-06,True
1431,Opportunity 431,Decide,1274605,Dexter W,Existing,Yes,Software,Fan B,No,2025-01-15,2025-01-25,2025-07-06,259,249,1M-5M,2025-07,True
1432,Opportunity 432,Select,13937398,Howard W,Existing,No,Software,Fan D,No,2025-02-06,2025-02-27,2025-03-11,237,216,5M-100M,2025-03,True
1433,Opportunity 433,Mutual Interest,32082478,Maya Z,New,Yes,Software,Fan D,No,2025-06-27,2025-08-03,2025-09-02,96,59,5M-100M,2025-09,True
1434,Opportunity 434,Select,2971157,Maya Z,New,Yes,Software,Fan B,No,2025-05-07,2025-05-22,2025-06-25,147,132,1M-5M,2025-06,True
1435,Opportunity 435,Decide,14986599,Reece P,New,Yes,Software,Fan E,No,2025-04-27,2025-07-23,2025-09-16,157,70,5M-100M,2025-09,True
1436,Opportunity 436,Decide,25924950,Evangeline N,New,Yes,Software,Fan E,No,2025-03-13,2025-05-30,2025-05-04,202,124,5M-100M,2025-05,True
1437,Opportunity 437,Decide,17966399,Damon S,New,Yes,Software,Fan E,Yes,2025-04-21,2025-07-09,2025-09-08,163,84,5M-100M,2025-09,True
1438,Opportunity 438,Select,20119649,Avram H,New,No,Software,Fan C,No,2025-05-29,2025-08-11,2025-11-10,125,51,5M-100M,2025-11,True
1439,Opportunity 439,Decide,6624196,Avram H,New,Yes,Electronics,Fan E,No,2025-07-04,2025-07-13,2025-09-16,89,80,5M-100M,2025-09,True
1440,Opportunity 440,Commit,2296725,Howard W,Existing,Yes,Software,Fan B,No,2025-04-15,2025-05-29,2025-08-19,169,125,1M-5M,2025-08,True
1441,Opportunity 441,Select,5196127,Damon S,New,Yes,Software,Fan C,No,2025-05-27,2025-07-05,2025-07-28,127,88,5M-100M,2025-07,True
1442,Opportunity 442,Decide,4398312,Evangeline N,New,Yes,Software,Fan E,No,2025-08-09,2025-08-14,2026-01-20,53,48,1M-5M,2026-01,True
1443,Opportunity 443,Commit,8070202,Damon S,New,Yes,Electronics,Fan C,No,2025-01-06,2025-01-31,2025-02-26,268,243,5M-100M,2025-02,True
1444,Opportunity 444,Validate,32996930,Reece P,Existing,No,Software,Fan B,No,2025-09-17,2025-11-12,2026-02-26,14,-42,5M-100M,2026-02,False
1445,Opportunity 445,Decide,1840949,Dexter W,Existing,No,Software,Fan E,No,2025-02-11,2025-04-16,2025-03-27,232,168,1M-5M,2025-03,True
1446,Opportunity 446,Select,10565452,Howard W,Existing,Yes,Software,Fan A,No,2025-09-16,2025-11-27,2025-11-05,15,-57,5M-100M,2025-11,False
1447,Opportunity 447,Discover,2480369,Maya Z,Existing,Yes,Software,Fan B,Yes,2025-02-16,2025-05-13,2025-07-21,227,141,1M-5M,2025-07,True
1448,Opportunity 448,Decide,3656232,Dieter C,New,No,Software,Fan D,No,2025-03-26,2025-05-17,2025-07-22,189,137,1M-5M,2025-07,True
1449,Opportunity 449,Discover,17374060,Howard W,New,Yes,Software,Fan D,Yes,2025-06-23,2025-09-20,2025-08-08,100,11,5M-100M,2025-08,False
1450,Opportunity 450,Commit,2130923,Avram H,New,Yes,Software,Fan B,No,2025-02-27,2025-05-14,2025-05-23,216,140,1M-5M,2025-05,True
1451,Opportunity 451,Validate,21446953,Evangeline N,New,Yes,Software,Fan D,No,2025-07-18,2025-07-27,2025-10-05,75,66,5M-100M,2025-10,True
1452,Opportunity 452,Mutual Interest,1753988,Damon S,New,Yes,Electronics,Fan B,Yes,2025-07-28,2025-08-07,2026-01-08,65,55,1M-5M,2026-01,True
1453,Opportunity 453,Validate,19783849,Evangeline N,New,No,Software,Fan A,No,2025-09-05,2025-09-15,2026-01-30,26,16,5M-100M,2026-01,False
1454,Opportunity 454,Decide,1384102,Reece P,Existing,Yes,Software,Fan B,Yes,2025-07-30,2025-10-11,2025-12-28,63,-10,1M-5M,2025-12,False
1455,Opportunity 455,Discover,4233860,Howard W,Existing,Yes,Software,Fan E,No,2025-02-08,2025-04-11,2025-04-28,235,173,1M-5M,2025-04,True
1456,Opportunity 456,Discover,86511962,Ulysses H,Existing,No,Software,Fan E,Yes,2025-09-09,2025-11-08,2025-12-07,22,-38,5M-100M,2025-12,False
1457,Opportunity 457,Select,69044076,Howard W,Existing,Yes,Software,Fan C,No,2025-05-11,2025-05-30,2025-10-12,143,124,5M-100M,2025-10,True
1458,Opportunity 458,Discover,5416554,Maya Z,Existing,No,Software,Fan D,Yes,2025-09-07,2025-10-15,2026-01-30,24,-14,5M-100M,2026-01,False
1459,Opportunity 459,Select,14188647,Howard W,New,Yes,Software,Fan D,No,2025-02-21,2025-02-27,2025-08-04,222,216,5M-100M,2025-08,True
1460,Opportunity 460,Commit,37689105,Hayden E,New,Yes,Software,Fan B,No,2025-01-14,2025-01-29,2025-05-11,260,245,5M-100M,2025-05,True
1461,Opportunity 461,Mutual Interest,20126650,Reece P,Existing,No,Software,Fan D,No,2025-06-05,2025-07-22,2025-10-17,118,71,5M-100M,2025-10,True
1462,Opportunity 462,Decide,6400219,Xena J,Existing,Yes,Software,Fan E,Yes,2025-01-30,2025-03-16,2025-04-24,244,199,5M-100M,2025-04,True
1463,Opportunity 463,Select,3618744,Reece P,New,Yes,Software,Fan A,No,2025-03-31,2025-04-05,2025-07-02,184,179,1M-5M,2025-07,True
1464,Opportunity 464,Mutual Interest,25184109,Damon S,Existing,Yes,Software,Fan B,No,2025-06-16,2025-09-02,2025-10-19,107,29,5M-100M,2025-10,False
1465,Opportunity 465,Discover,34512908,Dieter C,New,Yes,Software,Fan D,No,2025-03-10,2025-05-02,2025-05-22,205,152,5M-100M,2025-05,True
1466,Opportunity 466,Discover,69639479,Xena J,New,Yes,Software,Fan E,No,2025-06-12,2025-08-17,2025-11-18,111,45,5M-100M,2025-11,True
1467,Opportunity 467,Mutual Interest,1173264,Damon S,Existing,No,Software,Fan C,No,2025-08-30,2025-10-31,2026-02-24,32,-30,1M-5M,2026-02,False
1468,Opportunity 468,Discover,1975338,Damon S,New,No,Software,Fan D,No,2025-02-21,2025-03-16,2025-05-11,222,199,1M-5M,2025-05,True
1469,Opportunity 469,Commit,35830438,Maya Z,New,No,Software,Fan A,No,2025-05-22,2025-07-05,2025-10-09,132,88,5M-100M,2025-10,True
1470,Opportunity 470,Commit,1380785,Maya Z,New,Yes,Software,Fan A,No,2025-03-04,2025-04-25,2025-08-17,211,159,1M-5M,2025-08,True
1471,Opportunity 471,Mutual Interest,39281331,Macon K,Existing,Yes,Software,Fan D,No,2025-04-01,2025-05-17,2025-08-07,183,137,5M-100M,2025-08,True
1472,Opportunity 472,Select,6865922,Dexter W,New,Yes,Electronics,Fan D,Yes,2025-06-01,2025-06-20,2025-11-25,122,103,5M-100M,2025-11,True
1473,Opportunity 473,Select,4755932,Avram H,Existing,No,Software,Fan E,Yes,2025-06-06,2025-09-02,2025-11-28,117,29,1M-5M,2025-11,False
1474,Opportunity 474,Mutual Interest,11370289,Dexter W,New,Yes,Software,Fan D,Yes,2025-05-30,2025-08-22,2025-09-20,124,40,5M-100M,2025-09,True
1475,Opportunity 475,Select,1768350,Dexter W,New,Yes,Software,Fan C,No,2025-03-10,2025-04-26,2025-05-08,205,158,1M-5M,2025-05,True
1476,Opportunity 476,Select,23886351,Dieter C,Existing,No,Software,Fan E,No,2025-04-26,2025-06-17,2025-07-29,158,106,5M-100M,2025-07,True
1477,Opportunity 477,Commit,67495021,Avram H,New,Yes,Software,Fan B,No,2025-07-11,2025-08-04,2025-09-02,82,58,5M-100M,2025-09,True
1478,Opportunity 478,Select,25258958,Ulysses H,Existing,Yes,Software,Fan C,Yes,2025-01-04,2025-01-21,2025-05-03,270,253,5M-100M,2025-05,True
1479,Opportunity 479,Validate,6610630,Xena J,New,No,Software,Fan E,No,2025-03-16,2025-06-13,2025-07-29,199,110,5M-100M,2025-07,True
1480,Opportunity 480,Decide,1403328,Evangeline N,Existing,No,Software,Fan E,No,2025-08-29,2025-10-14,2025-12-13,33,-13,1M-5M,2025-12,False
1481,Opportunity 481,Discover,1469591,Dexter W,New,Yes,Software,Fan A,No,2025-01-30,2025-04-04,2025-05-07,244,180,1M-5M,2025-05,True
1482,Opportunity 482,Validate,1802036,Dieter C,New,Yes,Software,Fan E,No,2025-05-23,2025-06-20,2025-10-08,131,103,1M-5M,2025-10,True
1483,Opportunity 483,Select,8756142,Macon K,New,No,Software,Fan C,No,2025-07-02,2025-08-21,2025-12-23,91,41,5M-100M,2025-12,True
1484,Opportunity 484,Commit,10181471,Howard W,New,Yes,Software,Fan D,No,2025-01-16,2025-03-21,2025-05-22,258,194,5M-100M,2025-05,True
1485,Opportunity 485,Mutual Interest,25194397,Howard W,Existing,Yes,Electronics,Fan C,No,2025-04-21,2025-05-19,2025-09-30,163,135,5M-100M,2025-09,True
1486,Opportunity 486,Select,1029686,Damon S,New,Yes,Software,Fan B,No,2025-07-20,2025-10-14,2025-11-18,73,-13,1M-5M,2025-11,False
1487,Opportunity 487,Commit,42860116,Avram H,New,Yes,Software,Fan E,No,2025-04-17,2025-06-12,2025-08-12,167,111,5M-100M,2025-08,True
1488,Opportunity 488,Decide,20445790,Damon S,New,Yes,Software,Fan E,No,2025-06-11,2025-08-09,2025-08-29,112,53,5M-100M,2025-08,True
1489,Opportunity 489,Select,6003159,Dieter C,New,Yes,Software,Fan E,No,2025-09-26,2025-10-01,2026-02-05,5,0,5M-100M,2026-02,False
1490,Opportunity 490,Mutual Interest,2131392,Hayden E,Existing,Yes,Electronics,Fan E,No,2025-06-04,2025-07-28,2025-10-23,119,65,1M-5M,2025-10,True
1491,Opportunity 491,Commit,39783737,Hayden E,New,Yes,Electronics,Fan A,Yes,2025-03-14,2025-04-27,2025-05-28,201,157,5M-100M,2025-05,True
1492,Opportunity 492,Commit,6198929,Macon K,Existing,No,Software,Fan A,No,2025-07-16,2025-08-27,2025-08-25,77,35,5M-100M,2025-08,True
1493,Opportunity 493,Commit,8675185,Evangeline N,Existing,No,Electronics,Fan D,No,2025-08-31,2025-11-11,2025-10-11,31,-41,5M-100M,2025-10,False
1494,Opportunity 494,Decide,14080963,Maya Z,Existing,No,Software,Fan E,No,2025-03-27,2025-05-23,2025-09-13,188,131,5M-100M,2025-09,True
1495,Opportunity 495,Select,2970263,Maya Z,New,Yes,Software,Fan B,No,2025-09-16,2025-11-02,2025-12-18,15,-32,1M-5M,2025-12,False
1496,Opportunity 496,Decide,6333625,Avram H,Existing,Yes,Electronics,Fan D,No,2025-05-29,2025-08-13,2025-07-05,125,49,5M-100M,2025-07,True
1497,Opportunity 497,Discover,25100047,Avram H,Existing,Yes,Software,Fan E,No,2025-07-09,2025-08-03,2025-08-16,84,59,5M-100M,2025-08,True
1498,Opportunity 498,Discover,22229155,Dexter W,Existing,No,Software,Fan A,No,2025-08-05,2025-09-18,2026-01-11,57,13,5M-100M,2026-01,False
1499,Opportunity 499,Select,22470831,Hayden E,New,Yes,Software,Fan B,No,2025-03-27,2025-04-11,2025-07-12,188,173,5M-100M,2025-07,True
1500,Opportunity 500,Decide,2221702,Dexter W,Existing,Yes,Electronics,Fan D,No,2025-08-04,2025-09-24,2026-01-21,58,7,1M-5M,2026-01,False
1501,Opportunity 501,Mutual Interest,6689860,Maya Z,Existing,Yes,Software,Fan B,No,2025-04-28,2025-06-20,2025-05-29,156,103,5M-100M,2025-05,True
1502,Opportunity 502,Commit,5522423,Xena J,Existing,Yes,Electronics,Fan E,No,2025-03-28,2025-05-01,2025-07-09,187,153,5M-100M,2025-07,True
1503,Opportunity 503,Commit,14801137,Xena J,New,Yes,Software,Fan C,Yes,2025-02-09,2025-04-27,2025-07-19,234,157,5M-100M,2025-07,True
1504,Opportunity 504,Select,13293550,Avram H,New,No,Software,Fan B,No,2025-06-10,2025-06-18,2025-11-20,113,105,5M-100M,2025-11,True
1505,Opportunity 505,Discover,10708119,Damon S,Existing,No,Electronics,Fan B,No,2025-07-10,2025-09-25,2025-11-03,83,6,5M-100M,2025-11,False
1506,Opportunity 506,Discover,171292083,Maya Z,New,Yes,Software,Fan A,No,2025-01-25,2025-04-05,2025-02-28,249,179,100M+,2025-02,True
1507,Opportunity 507,Commit,6268406,Xena J,Existing,No,Electronics,Fan E,No,2025-06-01,2025-06-22,2025-11-08,122,101,5M-100M,2025-11,True
1508,Opportunity 508,Select,5447200,Maya Z,New,Yes,Software,Fan B,No,2025-04-05,2025-04-12,2025-09-19,179,172,5M-100M,2025-09,True
1509,Opportunity 509,Decide,2217520,Reece P,New,No,Software,Fan E,Yes,2025-02-15,2025-05-05,2025-08-10,228,149,1M-5M,2025-08,True
1510,Opportunity 510,Discover,1403645,Howard W,New,Yes,Software,Fan A,No,2025-05-18,2025-07-13,2025-06-30,136,80,1M-5M,2025-06,True
1511,Opportunity 511,Decide,2054656,Hayden E,New,Yes,Software,Fan E,No,2025-06-13,2025-08-01,2025-12-08,110,61,1M-5M,2025-12,True
1512,Opportunity 512,Discover,3751182,Dexter W,Existing,Yes,Software,Fan A,No,2025-01-16,2025-02-27,2025-06-18,258,216,1M-5M,2025-06,True
1513,Opportunity 513,Discover,42801671,Maya Z,Existing,No,Electronics,Fan A,Yes,2025-01-18,2025-02-10,2025-03-31,256,233,5M-100M,2025-03,True
1514,Opportunity 514,Validate,9313697,Howard W,Existing,Yes,Electronics,Fan D,No,2025-05-16,2025-07-07,2025-07-12,138,86,5M-100M,2025-07,True
1515,Opportunity 515,Discover,11206413,Reece P,New,Yes,Software,Fan E,No,2025-09-04,2025-11-22,2026-03-01,27,-52,5M-100M,2026-03,False
1516,Opportunity 516,Mutual Interest,7916597,Dexter W,Existing,Yes,Electronics,Fan C,No,2025-09-05,2025-10-28,2025-10-28,26,-27,5M-100M,2025-10,False
1517,Opportunity 517,Select,13774934,Maya Z,Existing,No,Electronics,Fan D,No,2025-07-17,2025-08-02,2025-09-01,76,60,5M-100M,2025-09,True
1518,Opportunity 518,Select,47797628,Avram H,New,Yes,Software,Fan A,No,2025-01-01,2025-02-07,2025-06-29,273,236,5M-100M,2025-06,True
1519,Opportunity 519,Decide,812022,Howard W,New,Yes,Software,Fan C,No,2025-07-09,2025-07-27,2025-10-29,84,66,500K-1M,2025-10,True
1520,Opportunity 520,Discover,38340018,Dexter W,Existing,Yes,Electronics,Fan B,No,2025-02-14,2025-03-06,2025-04-29,229,209,5M-100M,2025-04,True
1521,Opportunity 521,Mutual Interest,434501,Maya Z,Existing,Yes,Software,Fan B,No,2025-02-01,2025-03-19,2025-05-15,242,196,10K-500K,2025-05,True
1522,Opportunity 522,Decide,9191992,Howard W,Existing,Yes,Electronics,Fan D,No,2025-04-28,2025-04-30,2025-10-13,156,154,5M-100M,2025-10,True
1523,Opportunity 523,Validate,123319465,Reece P,New,Yes,Electronics,Fan C,No,2025-07-03,2025-09-28,2025-10-01,90,3,100M+,2025-10,False
1524,Opportunity 524,Decide,20111242,Maya Z,Existing,Yes,Electronics,Fan E,No,2025-07-10,2025-09-11,2025-09-15,83,20,5M-100M,2025-09,False
1525,Opportunity 525,Decide,13903771,Maya Z,New,Yes,Software,Fan C,No,2025-08-23,2025-08-26,2025-11-26,39,36,5M-100M,2025-11,True
1526,Opportunity 526,Discover,98182167,Maya Z,New,No,Software,Fan D,No,2025-08-26,2025-10-11,2025-10-27,36,-10,5M-100M,2025-10,False
1527,Opportunity 527,Validate,3822153,Macon K,New,Yes,Software,Fan E,Yes,2025-08-04,2025-09-22,2025-10-15,58,9,1M-5M,2025-10,False
1528,Opportunity 528,Decide,14958060,Evangeline N,New,Yes,Software,Fan E,No,2025-03-15,2025-03-16,2025-08-03,200,199,5M-100M,2025-08,True
1529,Opportunity 529,Mutual Interest,17782769,Macon K,New,No,Software,Fan B,No,2025-04-21,2025-05-13,2025-06-24,163,141,5M-100M,2025-06,True
1530,Opportunity 530,Mutual Interest,4747446,Avram H,New,Yes,Software,Fan C,Yes,2025-04-13,2025-04-27,2025-06-18,171,157,1M-5M,2025-06,True
1531,Opportunity 531,Select,5278052,Reece P,Existing,No,Software,Fan E,No,2025-03-15,2025-06-08,2025-07-22,200,115,5M-100M,2025-07,True
1532,Opportunity 532,Validate,4627210,Macon K,Existing,Yes,Electronics,Fan D,No,2025-09-09,2025-10-24,2025-10-31,22,-23,1M-5M,2025-10,False
1533,Opportunity 533,Validate,9867706,Dexter W,New,Yes,Software,Fan B,No,2025-04-24,2025-04-30,2025-08-20,160,154,5M-100M,2025-08,True
1534,Opportunity 534,Select,17124657,Dieter C,Existing,Yes,Software,Fan E,No,2025-08-26,2025-10-30,2025-10-09,36,-29,5M-100M,2025-10,False
1535,Opportunity 535,Decide,10302285,Evangeline N,New,No,Software,Fan C,No,2025-06-22,2025-07-13,2025-11-30,101,80,5M-100M,2025-11,True
1536,Opportunity 536,Validate,20818533,Damon S,New,Yes,Software,Fan B,No,2025-03-20,2025-03-24,2025-09-15,195,191,5M-100M,2025-09,True
1537,Opportunity 537,Mutual Interest,836534,Dieter C,Existing,Yes,Software,Fan C,No,2025-04-03,2025-04-06,2025-05-24,181,178,500K-1M,2025-05,True
1538,Opportunity 538,Mutual Interest,6838634,Evangeline N,New,No,Software,Fan C,No,2025-02-19,2025-03-21,2025-06-06,224,194,5M-100M,2025-06,True
1539,Opportunity 539,Discover,2602275,Hayden E,New,Yes,Software,Fan C,No,2025-08-11,2025-09-11,2026-02-01,51,20,1M-5M,2026-02,False
1540,Opportunity 540,Validate,12763077,Hayden E,New,Yes,Software,Fan B,No,2025-03-22,2025-04-25,2025-07-01,193,159,5M-100M,2025-07,True
1541,Opportunity 541,Decide,12538330,Maya Z,New,Yes,Software,Fan E,No,2025-09-23,2025-12-15,2026-01-28,8,-75,5M-100M,2026-01,False
1542,Opportunity 542,Select,7734902,Evangeline N,Existing,Yes,Electronics,Fan A,Yes,2025-06-04,2025-06-24,2025-10-01,119,99,5M-100M,2025-10,True
1543,Opportunity 543,Select,16392505,Damon S,New,Yes,Electronics,Fan E,No,2025-08-21,2025-11-16,2026-01-06,41,-46,5M-100M,2026-01,False
1544,Opportunity 544,Decide,29425590,Evangeline N,New,Yes,Electronics,Fan B,No,2025-08-24,2025-10-17,2025-12-25,38,-16,5M-100M,2025-12,False
1545,Opportunity 545,Commit,8263637,Avram H,New,Yes,Electronics,Fan A,Yes,2025-06-08,2025-07-03,2025-09-25,115,90,5M-100M,2025-09,True
1546,Opportunity 546,Discover,2515459,Dieter C,Existing,Yes,Electronics,Fan A,Yes,2025-09-08,2025-09-23,2026-01-09,23,8,1M-5M,2026-01,False
1547,Opportunity 547,Select,1332398,Avram H,New,No,Electronics,Fan A,No,2025-04-12,2025-05-20,2025-07-30,172,134,1M-5M,2025-07,True
1548,Opportunity 548,Validate,9279629,Damon S,Existing,No,Software,Fan D,No,2025-02-20,2025-03-15,2025-04-28,223,200,5M-100M,2025-04,True
1549,Opportunity 549,Discover,11878493,Evangeline N,New,No,Software,Fan B,No,2025-02-21,2025-04-14,2025-08-03,222,170,5M-100M,2025-08,True
1550,Opportunity 550,Validate,2776138,Howard W,New,No,Software,Fan D,Yes,2025-07-28,2025-10-02,2026-01-07,65,-1,1M-5M,2026-01,False
1551,Opportunity 551,Mutual Interest,21229880,Avram H,New,Yes,Software,Fan A,No,2025-05-11,2025-07-07,2025-07-05,143,86,5M-100M,2025-07,True
1552,Opportunity 552,Discover,5123004,Avram H,New,Yes,Software,Fan D,No,2025-09-27,2025-11-23,2026-02-04,4,-53,5M-100M,2026-02,False
1553,Opportunity 553,Select,1217463,Xena J,New,No,Software,Fan D,No,2025-07-24,2025-10-11,2025-11-05,69,-10,1M-5M,2025-11,False
1554,Opportunity 554,Discover,40133566,Evangeline N,New,Yes,Electronics,Fan B,No,2025-08-07,2025-09-28,2025-10-13,55,3,5M-100M,2025-10,False
1555,Opportunity 555,Discover,35067505,Avram H,Existing,Yes,Electronics,Fan C,No,2025-09-14,2025-10-19,2026-01-04,17,-18,5M-100M,2026-01,False
1556,Opportunity 556,Discover,791179,Macon K,New,No,Software,Fan D,No,2025-07-04,2025-09-16,2025-12-23,89,15,500K-1M,2025-12,False
1557,Opportunity 557,Commit,4523875,Reece P,Existing,Yes,Software,Fan D,Yes,2025-05-25,2025-06-08,2025-08-18,129,115,1M-5M,2025-08,True
